id,quartile,identifiers,areas
Multidisciplinary,Q2,['2462-1943'],['Multidisciplinary']
Analysis,Q3,"['0971-3611', '2367-2501']",['Mathematics']
Applied Mathematics,Q3,"['0971-3611', '2367-2501']",['Mathematics']
Numerical Analysis,Q3,"['0971-3611', '2367-2501']",['Mathematics']
Algebra and Number Theory,Q4,"['0971-3611', '2367-2501']",['Mathematics']
Geometry and Topology,Q4,"['0971-3611', '2367-2501']",['Mathematics']
Applied Mathematics,Q3,"['2353-0588', '2299-9965']","['Engineering', 'Mathematics']"
Computational Mathematics,Q3,"['2353-0588', '2299-9965']","['Engineering', 'Mathematics']"
Mechanical Engineering,Q3,"['2353-0588', '2299-9965']","['Engineering', 'Mathematics']"
Numerical Analysis,Q3,"['2353-0588', '2299-9965']","['Engineering', 'Mathematics']"
Analysis,Q4,"['2353-0588', '2299-9965']","['Engineering', 'Mathematics']"
Business and International Management,Q3,"['2328-8280', '2328-8272']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Economics and Econometrics,Q3,"['2328-8280', '2328-8272']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Finance,Q3,"['2328-8280', '2328-8272']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Marketing,Q3,"['2328-8280', '2328-8272']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Organizational Behavior and Human Resource Management,Q3,"['2328-8280', '2328-8272']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Strategy and Management,Q3,"['2328-8280', '2328-8272']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Electrical and Electronic Engineering,Q3,"['1573-0727', '0923-8174']",['Engineering']
Applied Mathematics,Q3,['2081-9943'],"['Earth and Planetary Sciences', 'Mathematics', 'Physics and Astronomy']"
Astronomy and Astrophysics,Q3,['2081-9943'],"['Earth and Planetary Sciences', 'Mathematics', 'Physics and Astronomy']"
Computers in Earth Sciences,Q3,['2081-9943'],"['Earth and Planetary Sciences', 'Mathematics', 'Physics and Astronomy']"
Earth and Planetary Sciences (miscellaneous),Q3,['2081-9943'],"['Earth and Planetary Sciences', 'Mathematics', 'Physics and Astronomy']"
Geophysics,Q3,['2081-9943'],"['Earth and Planetary Sciences', 'Mathematics', 'Physics and Astronomy']"
Surgery,Q3,"['0974-3227', '0974-6897']",['Medicine']
Medicine (miscellaneous),Q3,"['2424-8363', '2424-8355']",['Medicine']
Orthopedics and Sports Medicine,Q3,"['2424-8363', '2424-8355']",['Medicine']
Surgery,Q3,"['2424-8363', '2424-8355']",['Medicine']
Library and Information Sciences,Q2,['1750-5968'],['Social Sciences']
Education,Q3,['1750-5968'],['Social Sciences']
E-learning,Q4,['1750-5968'],['Social Sciences']
"Public Health, Environmental and Occupational Health",Q3,['1735-1537'],['Medicine']
Political Science and International Relations,Q2,"['2339-5095', '2339-5206']","['Economics, Econometrics and Finance', 'Social Sciences']"
Economics and Econometrics,Q3,"['2339-5095', '2339-5206']","['Economics, Econometrics and Finance', 'Social Sciences']"
Finance,Q3,"['2339-5095', '2339-5206']","['Economics, Econometrics and Finance', 'Social Sciences']"
Medicine (miscellaneous),Q3,['1553-9768'],['Medicine']
Multidisciplinary,Q2,"['2405-6103', '2405-609X']","['Biochemistry, Genetics and Molecular Biology', 'Chemistry', 'Computer Science', 'Multidisciplinary', 'Physics and Astronomy']"
"Biochemistry, Genetics and Molecular Biology (miscellaneous)",Q3,"['2405-6103', '2405-609X']","['Biochemistry, Genetics and Molecular Biology', 'Chemistry', 'Computer Science', 'Multidisciplinary', 'Physics and Astronomy']"
Chemistry (miscellaneous),Q3,"['2405-6103', '2405-609X']","['Biochemistry, Genetics and Molecular Biology', 'Chemistry', 'Computer Science', 'Multidisciplinary', 'Physics and Astronomy']"
Computer Science (miscellaneous),Q3,"['2405-6103', '2405-609X']","['Biochemistry, Genetics and Molecular Biology', 'Chemistry', 'Computer Science', 'Multidisciplinary', 'Physics and Astronomy']"
Physics and Astronomy (miscellaneous),Q3,"['2405-6103', '2405-609X']","['Biochemistry, Genetics and Molecular Biology', 'Chemistry', 'Computer Science', 'Multidisciplinary', 'Physics and Astronomy']"
Medicine (miscellaneous),Q3,['0126-8635'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Pathology and Forensic Medicine,Q3,['0126-8635'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Cell Biology,Q4,['0126-8635'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Histology,Q4,['0126-8635'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Hematology,Q3,"['1865-5076', '1865-5041']",['Medicine']
Oncology,Q3,"['1865-5076', '1865-5041']",['Medicine']
Oral Surgery,Q3,"['0975-5950', '2229-3418']","['Dentistry', 'Medicine']"
Surgery,Q3,"['0975-5950', '2229-3418']","['Dentistry', 'Medicine']"
Metals and Alloys,Q2,['2072-0807'],['Materials Science']
Ceramics and Composites,Q3,['2072-0807'],['Materials Science']
Geology,Q3,['1009-6248'],['Earth and Planetary Sciences']
Communication,Q2,"['1745-9443', '1745-9435']",['Social Sciences']
Forestry,Q2,['0971-2070'],['Agricultural and Biological Sciences']
Agronomy and Crop Science,Q3,['0971-2070'],['Agricultural and Biological Sciences']
Food Science,Q3,['0971-2070'],['Agricultural and Biological Sciences']
Agricultural and Biological Sciences (miscellaneous),Q2,['0370-4327'],['Agricultural and Biological Sciences']
Political Science and International Relations,Q2,"['2152-906X', '2152-9078']","['Environmental Science', 'Social Sciences']"
"Geography, Planning and Development",Q3,"['2152-906X', '2152-9078']","['Environmental Science', 'Social Sciences']"
Global and Planetary Change,Q4,"['2152-906X', '2152-9078']","['Environmental Science', 'Social Sciences']"
Applied Psychology,Q3,"['1139-7853', '1989-7448']","['Psychology', 'Social Sciences']"
Education,Q3,"['1139-7853', '1989-7448']","['Psychology', 'Social Sciences']"
Animal Science and Zoology,Q3,"['0136-0027', '2307-7336']",['Agricultural and Biological Sciences']
Aquatic Science,Q3,"['0136-0027', '2307-7336']",['Agricultural and Biological Sciences']
"Ecology, Evolution, Behavior and Systematics",Q3,"['0136-0027', '2307-7336']",['Agricultural and Biological Sciences']
Electrical and Electronic Engineering,Q3,"['1693-6930', '2087-278X']",['Engineering']
Agronomy and Crop Science,Q3,['2346-3775'],['Agricultural and Biological Sciences']
"Ecology, Evolution, Behavior and Systematics",Q3,['2346-3775'],['Agricultural and Biological Sciences']
Plant Science,Q3,['2346-3775'],['Agricultural and Biological Sciences']
Oral Surgery,Q3,"['2231-0746', '2249-3816']","['Dentistry', 'Medicine']"
Surgery,Q3,"['2231-0746', '2249-3816']","['Dentistry', 'Medicine']"
Cultural Studies,Q1,"['1732-4254', '2083-8298']",['Social Sciences']
Demography,Q3,"['1732-4254', '2083-8298']",['Social Sciences']
"Geography, Planning and Development",Q3,"['1732-4254', '2083-8298']",['Social Sciences']
Urban Studies,Q3,"['1732-4254', '2083-8298']",['Social Sciences']
Finance,Q3,"['1410-8046', '2460-9196']","['Economics, Econometrics and Finance']"
Chemistry (miscellaneous),Q3,['2405-8300'],['Chemistry']
Law,Q2,['2652-0036'],['Social Sciences']
Dentistry (miscellaneous),Q3,"['1998-3603', '0970-9290']","['Dentistry', 'Medicine']"
Medicine (miscellaneous),Q3,"['1998-3603', '0970-9290']","['Dentistry', 'Medicine']"
Education,Q3,['2469-9632'],['Social Sciences']
Control and Systems Engineering,Q3,"['1748-5037', '1748-5045']",['Engineering']
Industrial and Manufacturing Engineering,Q3,"['1748-5037', '1748-5045']",['Engineering']
"Geography, Planning and Development",Q3,"['1743-761X', '1743-7601']","['Energy', 'Environmental Science', 'Social Sciences']"
"Management, Monitoring, Policy and Law",Q3,"['1743-761X', '1743-7601']","['Energy', 'Environmental Science', 'Social Sciences']"
"Renewable Energy, Sustainability and the Environment",Q4,"['1743-761X', '1743-7601']","['Energy', 'Environmental Science', 'Social Sciences']"
Agricultural and Biological Sciences (miscellaneous),Q2,['1028-6276'],"['Agricultural and Biological Sciences', 'Chemistry', 'Earth and Planetary Sciences', 'Engineering', 'Mathematics', 'Physics and Astronomy']"
Chemistry (miscellaneous),Q3,['1028-6276'],"['Agricultural and Biological Sciences', 'Chemistry', 'Earth and Planetary Sciences', 'Engineering', 'Mathematics', 'Physics and Astronomy']"
Earth and Planetary Sciences (miscellaneous),Q3,['1028-6276'],"['Agricultural and Biological Sciences', 'Chemistry', 'Earth and Planetary Sciences', 'Engineering', 'Mathematics', 'Physics and Astronomy']"
Engineering (miscellaneous),Q3,['1028-6276'],"['Agricultural and Biological Sciences', 'Chemistry', 'Earth and Planetary Sciences', 'Engineering', 'Mathematics', 'Physics and Astronomy']"
Mathematics (miscellaneous),Q3,['1028-6276'],"['Agricultural and Biological Sciences', 'Chemistry', 'Earth and Planetary Sciences', 'Engineering', 'Mathematics', 'Physics and Astronomy']"
Physics and Astronomy (miscellaneous),Q3,['1028-6276'],"['Agricultural and Biological Sciences', 'Chemistry', 'Earth and Planetary Sciences', 'Engineering', 'Mathematics', 'Physics and Astronomy']"
Applied Mathematics,Q3,"['2382-9877', '2345-3931']",['Mathematics']
Discrete Mathematics and Combinatorics,Q3,"['2382-9877', '2345-3931']",['Mathematics']
Algebra and Number Theory,Q4,"['2382-9877', '2345-3931']",['Mathematics']
Medicine (miscellaneous),Q3,['1082-6742'],"['Medicine', 'Veterinary']"
Small Animals,Q3,['1082-6742'],"['Medicine', 'Veterinary']"
Computer Science Applications,Q3,"['0219-7200', '1757-6334']","['Biochemistry, Genetics and Molecular Biology', 'Computer Science']"
Biochemistry,Q4,"['0219-7200', '1757-6334']","['Biochemistry, Genetics and Molecular Biology', 'Computer Science']"
Molecular Biology,Q4,"['0219-7200', '1757-6334']","['Biochemistry, Genetics and Molecular Biology', 'Computer Science']"
Cultural Studies,Q1,['0022-1791'],"['Arts and Humanities', 'Social Sciences']"
Philosophy,Q2,['0022-1791'],"['Arts and Humanities', 'Social Sciences']"
Library and Information Sciences,Q2,"['0219-6492', '1793-6926']","['Computer Science', 'Social Sciences']"
Computer Networks and Communications,Q3,"['0219-6492', '1793-6926']","['Computer Science', 'Social Sciences']"
Computer Science Applications,Q3,"['0219-6492', '1793-6926']","['Computer Science', 'Social Sciences']"
Economics and Econometrics,Q3,"['2508-7592', '1738-2122']","['Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Social Sciences']"
Management Information Systems,Q3,"['2508-7592', '1738-2122']","['Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Social Sciences']"
Marketing,Q3,"['2508-7592', '1738-2122']","['Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Social Sciences']"
Transportation,Q3,"['2508-7592', '1738-2122']","['Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Social Sciences']"
Management Science and Operations Research,Q4,"['2508-7592', '1738-2122']","['Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Social Sciences']"
Clinical Psychology,Q3,"['0889-3675', '1567-2344']","['Medicine', 'Psychology']"
Rehabilitation,Q3,"['0889-3675', '1567-2344']","['Medicine', 'Psychology']"
Religious Studies,Q1,"['1542-6440', '1542-6432']","['Arts and Humanities', 'Medicine', 'Social Sciences']"
"Public Health, Environmental and Occupational Health",Q3,"['1542-6440', '1542-6432']","['Arts and Humanities', 'Medicine', 'Social Sciences']"
Social Work,Q4,"['1542-6440', '1542-6432']","['Arts and Humanities', 'Medicine', 'Social Sciences']"
History,Q1,['2667-0925'],['Arts and Humanities']
Religious Studies,Q1,['2667-0925'],['Arts and Humanities']
Cultural Studies,Q1,['0023-4923'],"['Arts and Humanities', 'Social Sciences']"
History,Q1,['0023-4923'],"['Arts and Humanities', 'Social Sciences']"
Social Sciences (miscellaneous),Q2,"['2163-5781', '2163-5803']","['Psychology', 'Social Sciences']"
Psychology (miscellaneous),Q3,"['2163-5781', '2163-5803']","['Psychology', 'Social Sciences']"
Conservation,Q1,"['2453-9759', '1339-2204']",['Arts and Humanities']
Museology,Q1,"['2453-9759', '1339-2204']",['Arts and Humanities']
Medicine (miscellaneous),Q3,['1119-3077'],['Medicine']
Polymers and Plastics,Q3,"['2041-2479', '2045-1377']",['Materials Science']
Education,Q3,"['1359-6748', '1747-5112']",['Social Sciences']
Automotive Engineering,Q3,"['2691-3755', '2691-3747']","['Energy', 'Engineering']"
Fuel Technology,Q3,"['2691-3755', '2691-3747']","['Energy', 'Engineering']"
History and Philosophy of Science,Q2,['1561-4980'],"['Arts and Humanities', 'Business, Management and Accounting', 'Earth and Planetary Sciences', 'Social Sciences']"
Earth and Planetary Sciences (miscellaneous),Q3,['1561-4980'],"['Arts and Humanities', 'Business, Management and Accounting', 'Earth and Planetary Sciences', 'Social Sciences']"
Earth-Surface Processes,Q3,['1561-4980'],"['Arts and Humanities', 'Business, Management and Accounting', 'Earth and Planetary Sciences', 'Social Sciences']"
"Geography, Planning and Development",Q3,['1561-4980'],"['Arts and Humanities', 'Business, Management and Accounting', 'Earth and Planetary Sciences', 'Social Sciences']"
Management of Technology and Innovation,Q3,['1561-4980'],"['Arts and Humanities', 'Business, Management and Accounting', 'Earth and Planetary Sciences', 'Social Sciences']"
Spectroscopy,Q3,"['0049-8246', '1097-4539']",['Chemistry']
Applied Mathematics,Q3,['0168-9673'],['Mathematics']
Demography,Q3,['1578-7168'],['Social Sciences']
Development,Q3,['1578-7168'],['Social Sciences']
"Geography, Planning and Development",Q3,['1578-7168'],['Social Sciences']
Education,Q3,"['0103-636X', '1980-4415']","['Mathematics', 'Social Sciences']"
Mathematics (miscellaneous),Q3,"['0103-636X', '1980-4415']","['Mathematics', 'Social Sciences']"
Animal Science and Zoology,Q3,"['1345-5834', '1881-1019']",['Agricultural and Biological Sciences']
Health Policy,Q3,"['2308-1163', '2542-2308']",['Medicine']
"Public Health, Environmental and Occupational Health",Q3,"['2308-1163', '2542-2308']",['Medicine']
Health Informatics,Q4,"['2308-1163', '2542-2308']",['Medicine']
"Business, Management and Accounting (miscellaneous)",Q3,['1741-8305'],"['Business, Management and Accounting', 'Social Sciences']"
Education,Q3,['1741-8305'],"['Business, Management and Accounting', 'Social Sciences']"
Business and International Management,Q3,"['1474-7332', '1741-8186']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Economics and Econometrics,Q3,"['1474-7332', '1741-8186']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Finance,Q3,"['1474-7332', '1741-8186']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Strategy and Management,Q3,"['1474-7332', '1741-8186']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Business and International Management,Q3,['1869-6945'],"['Agricultural and Biological Sciences', 'Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Environmental Science', 'Social Sciences']"
"Economics, Econometrics and Finance (miscellaneous)",Q3,['1869-6945'],"['Agricultural and Biological Sciences', 'Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Environmental Science', 'Social Sciences']"
Environmental Science (miscellaneous),Q3,['1869-6945'],"['Agricultural and Biological Sciences', 'Business, Management and Accounting', 'Decision Sciences', 'Economics, Econometrics and Finance', 'Environmental Science', 'Social Sciences']"
