Journal title,Journal ISSN (print version),Journal EISSN (online version),Languages in which the journal accepts manuscripts,Publisher,DOAJ Seal,Journal license,APC
Jurnal Pemikiran Islam,2798-9747,2798-9534,"Indonesian, English","Program Studi Aqidah dan Filsafat Islam, Fakultas Ushuluddin dan Filsafat, UIN Ar-Raniry",False,CC BY-NC-SA,True
Religionsvidenskabeligt Tidsskrift,N/A,1904-8181,"Norwegian, Swedish, Danish",Religionsvidenskabeligt Tidsskrift,False,CC BY,False
Geodesy and Cartography,N/A,2300-2581,English,Polish Academy of Sciences,False,CC BY-NC-SA,False
Malaysian Journal of Science and Advanced Technology,N/A,2785-8901,English,Penteract Technology,False,CC BY-NC,False
Svetovi,N/A,2820-6088,"English, Slovenian",University of Ljubljana Press (Založba Univerze v Ljubljani),False,CC BY-SA,False
Fırat Üniversitesi İlahiyat Fakültesi Dergisi,1304-639X,2791-951X,"Arabic, English, Turkish",Fırat University,False,CC BY-NC,False
Journal of Metaverse,N/A,2792-0232,English,İzmir Akademi Derneği,False,CC BY,False
Eastern European Journal of Transnational Relations,2544-9214,2544-9737,English,"University of Bialystok, Faculty of Law",False,CC BY,False
Jurnal Ners,1858-3598,2502-5791,English,Universitas Airlangga,False,CC BY,True
Pandian Journal of Women's Studies,N/A,2583-715X,"English, Tamil","Pandian Educational Trust (TN-32-0003213), Maheswari Publishers, (The publishing unit of PANDIAN EDUCATIONAL TRUST- TN32D0026797)",False,CC BY,True
Journal of Indentureship and its Legacies,2634-1999,2634-2006,English,Pluto Journals,False,CC BY,False
Arab Studies Quarterly,0271-3519,2043-6920,English,Pluto Journals,False,CC BY,False
Tasavvuf Araştırmaları Enstitüsü Dergisi,2822-3829,2822-4515,"English, Turkish",Üsküdar University,False,CC BY-NC-ND,False
Ankara Üniversitesi Eğitim Bilimleri Fakültesi Özel Eğitim Dergisi,1304-7639,2149-8261,"Turkish, English",Ankara University,False,CC BY-NC,False
Al-Lisan: Jurnal Bahasa,2442-8965,2442-8973,English,LP2M IAIN Sultan Amai Gorontalo,False,CC BY-SA,True
Communication Management Review,2459-590X,2459-6086,"Croatian, English",Edward Bernays University of Applied Sciences,False,CC BY-NC-ND,False
Diversi,2503-4804,2614-5936,Indonesian,Fakultas Hukum Universitas Islam Kadiri,False,CC BY-SA,True
Ramanujan International Journal of Business and Research,2455-5959,2583-0171,English,"Ramanujan College, University of Delhi, Delhi, India",False,CC BY-NC-ND,False
Citra Delima,2087-2240,2655-0792,Indonesian,Institut Citra Internasional,False,CC BY,True
Przegląd Geofizyczny,0033-2135,2544-1655,"English, Polish",Polish Society of Geophysics,False,CC BY,False
Indian Journal of Private Psychiatry,2319-5363,2583-4010,English,Jaypee Brothers Medical Publisher,False,CC BY-NC,False
پژوهش‌نامه حقوق کیفری,2322-2328,2820-980X,Persian,University of Guilan Press,False,CC BY,True
طب انتظامی,2228-6241,2383-3483,"English, Persian","Directorate of Health, Rescue & Treatment of Police Headquarter",False,CC BY-NC,False
Margalla Papers,1999-2297,2789-7028,English,"National Defence University, Islamabad",False,CC BY-NC,False
Revista Ciencias Pedagógicas e Innovación,1390-7786,1390-7603,Spanish,Universidad Estatal Península de Santa Elena,False,CC BY-NC-SA,False
Architecture Image Studies Scientific Journal,N/A,2184-8645,English,AP2,False,CC BY-NC,True
برنامه‌ریزی و بودجه,2251-9092,2251-9106,Persian,Institute for Management and Planning Studies,False,CC BY,False
Shanghai Jiaotong Daxue xuebao,1006-2467,N/A,Chinese,Editorial Office of Journal of Shanghai Jiao Tong University,False,CC BY,True
Diagnostyka,1641-6414,2449-5220,English,Polskie Towarzystwo Diagnostyki Technicznej,False,CC BY,True
Fabrica Societatis,N/A,2657-3679,"Polish, English","The Institute of Sociology, University of Wroclaw",False,CC BY-NC-ND,False
تغذیه آبزیان,N/A,2980-8499,Persian,University of Guilan,False,CC BY-NC,False
Zeszyt Prawniczy UAM,2720-2526,2956-2767,"Polish, English","Adam Mickiewicz University, Poznan",False,CC BY,False
Educación Física y Deporte,0120-677X,2145-5880,Spanish,Universidad de Antioquia,False,CC BY-NC-SA,False
Rock Mechanics Bulletin,N/A,2773-2304,English,"KeAi Communications Co., Ltd.",False,CC BY-NC-ND,True
Yankuang ceshi,0254-5357,N/A,"English, Chinese","Science Press, PR China",False,CC BY-NC-ND,True
Frontiers of Agricultural Science and Engineering,2095-7505,2095-977X,English,Higher Education Press,False,CC BY,False
Acta Baltico-Slavica,0065-1044,2392-2389,"Russian, Polish, English","Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Cognitive Studies | Études cognitives,2080-7147,2392-2397,English,"Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Colloquia Humanistica,2081-6774,2392-2419,English,"Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Adeptus,N/A,2300-0783,"English, Polish","Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Sprawy Narodowościowe. Seria nowa,1230-1698,2392-2427,English,"Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Studia z Filologii Polskiej i Słowiańskiej,0081-7090,2392-2435,"Ukrainian, Russian, Polish, English, Czech","Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Slavia Meridionalis,1233-6173,2392-2400,"Polish, English, Bulgarian, Croatian, Slovenian","Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Studia Litteraria et Historica,N/A,2299-7571,"Polish, English, German","Institute of Slavic Studies, Polish Academy of Sciences",False,CC BY,False
Atención Primaria Práctica,N/A,2605-0730,Spanish,Elsevier,False,"CC BY, CC BY-NC-ND",True
Universita Ciencia,N/A,2007-3917,Spanish,Universidad de Xalapa,False,CC BY-NC-SA,False
Historia,0018-229X,2309-8392,"English, Afrikaans",Historical Association of South Africa,False,CC BY,True
Computers & Education: X Reality,N/A,2949-6780,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Revista Académica Estesis,N/A,2539-3987,"Spanish, Portuguese",Sello Editorial Débora Arango,False,CC BY,False
Energeia,N/A,1869-4233,"Spanish, Portuguese, German, French, English",UZH,False,CC BY,False
Infectious Medicine,N/A,2772-431X,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Chenkaantal,N/A,2583-0481,Tamil,"Pandian Educational Trust (TN-32-0003213), Maheswari Publishers, (The publishing unit of PANDIAN EDUCATIONAL TRUST- TN32D0026797)",False,CC BY,False
Jurnal Nasional Teknik Elektro dan Teknologi Informasi,2301-4156,2460-5719,"English, Indonesian",Universitas Gadjah Mada,False,CC BY-SA,True
Journal of Medicine and Life Science,N/A,2671-4922,"English, Korean","Institute for Medical Science, Jeju National University",False,CC BY-NC,False
Journal of Community Engagement and Scholarship,1944-1207,2837-8075,English,The University of Alabama,False,CC BY,False
Design and Technology Education,N/A,2040-8633,English,The Design and Technology Association,False,CC BY,False
Chip,2709-4723,2772-2724,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Ocean-Land-Atmosphere Research,N/A,2771-0378,English,American Association for the Advancement of Science (AAAS),False,CC BY,False
Technologia i Automatyzacja Montażu,N/A,2450-8217,English,Sieć Badawcza Łukasiewicz - Warszawski Instytut Technologiczny,False,CC BY,False
Journal of Educational Technology Development and Exchange,1941-8027,1941-8035,English,The University of Southern Mississippi,False,CC BY-NC-ND,False
Judaica,N/A,2673-4273,"French, English, German",Bern Open Publishing,False,CC BY,False
Maketingu rebyu,N/A,2435-0443,Japanese,Japan Marketing Academy,False,CC BY-NC-ND,False
İlahiyat Akademi,2149-3979,2651-2718,"Arabic, English, Turkish",Gaziantep University,False,CC BY-NC,False
Shandong zhongyi zazhi,0257-358X,N/A,Chinese,Editorial Office of Shandong Journal of Traditional Chinese Medicine,False,CC BY-NC-ND,True
EJC Paediatric Oncology,N/A,2772-610X,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Asia Pacific,1810-035X,N/A,English,University of Sindh,False,CC BY-NC,True
Fayixue Zazhi,1004-5619,N/A,Chinese,Editorial Office of Journal of Forensic Medicine,False,CC BY-NC-ND,True
Journal of Innovation Information Technology and Application,2716-0858,2715-9248,"English, Indonesian","Pusat Penelitian dan Pengabdian Masyarakat (P3M), Politeknik Negeri Cilacap",False,CC BY,False
IPEM-Translation,N/A,2667-2588,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Human Factors in Healthcare,N/A,2772-5014,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Journal of Alloys and Metallurgical Systems,N/A,2949-9178,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Child Education Journal,2685-189X,2685-1903,English,Universitas Nahdlatul Ulama Surabaya,False,CC BY-SA,True
Community Development Journal,2580-5282,2580-5290,"Indonesian, English","Universitas Nahdlatul Ulama Surabaya, Lembaga Penelitian dan Pengabdian kepada Masyarakat",False,CC BY-SA,True
Food Science of Animal Resources,2636-0772,2636-0780,English,Korean Society for Food Science of Animal Resources,False,CC BY-NC,True
Tadbir: Jurnal Manajemen Pendidikan Islam,2338-6673,2442-8280,"Indonesian, English",LP2M IAIN Sultan Amai Gorontalo,False,CC BY-SA,False
Journal of Islamic Civilization,2657-1021,2657-1013,English,Universitas Nahdlatul Ulama Surabaya,False,CC BY-SA,True
Accounting and Management Journal,2579-9606,2579-9614,Indonesian,Universitas Nahdlatul Ulama Surabaya,False,CC BY-SA,True
Medical and Health Science Journal,2549-7588,2549-7596,English,Universitas Nahdlatul Ulama Surabaya,False,CC BY-SA,True
Industrial Chemistry & Materials,2755-2608,2755-2500,English,The Royal Society of Chemistry,False,"CC BY, CC BY-NC",False
Indonesian Journal of Chemical Analysis,2622-7401,2622-7126,"Indonesian, English",Universitas Islam Indonesia,False,CC BY-SA,False
Asian Management and Business Review,N/A,2775-202X,English,"Universitas Islam Indonesia, Faculty of Business and Economics, Department of Management",False,CC BY-SA,False
Genetics in Medicine Open,N/A,2949-7744,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Green Analytical Chemistry,N/A,2772-5774,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Translation,N/A,2469-6706,English,The University of Toledo,False,CC BY,True
Sawwa: Jurnal Studi Gender,1978-5623,2581-1215,"Indonesian, English",Universitas Islam Negeri Walisongo Semarang,False,CC BY-SA,True
The Windsor Yearbook of Access to Justice,N/A,2561-5017,"French, English",University of Windsor,False,CC BY-NC-ND,False
Jurnal Ilmiah Kedokteran Wijaya Kusuma,1978-2071,2580-5967,English,Research and Community Service Department (LPPM) Universitas Wijaya Kusuma Surabaya,False,CC BY-NC,True
Jurnal Mekanik Terapan,N/A,2747-1381,"Indonesian, English",Politeknik Negeri Jakarta,False,CC BY-SA,True
Svensk Exegetisk Årsbok,1100-2298,2001-9424,"Swedish, English, French, German, Norwegian",Svenska exegetiska sällskapet (Swedish Exegetical Society),False,CC BY-NC-ND,False
Metallomics Research,N/A,2436-5173,English,Japan Society for Biomedical Research on Trace Elements,False,CC BY,True
Latin-American Journal of Computing,1390-9266,1390-9134,"English, Spanish",Escuela Politécnica Nacional (EPN),False,CC BY-NC-SA,False
Diagnostic and Interventional Radiology,1305-3825,1305-3612,English,Galenos Publishing House,False,CC BY-NC,True
Jurnal AKSI (Akuntansi dan Sistem Informasi),2528-6145,2541-3198,"English, Indonesian",Politeknik Negeri Madiun,False,CC BY-SA,True
IJCER (International Journal of Chemistry Education Research),2549-9947,2614-1426,English,Universitas Islam Indonesia,False,CC BY-SA,True
Revista Historia Autónoma,N/A,2254-8726,"Spanish, English",Universidad Autónoma de Madrid,False,CC BY-NC,False
Interações,0873-0725,2184-3929,"Spanish, English, Portuguese",Instituto Superior Miguel Torga,False,CC BY-NC,False
Anales de Investigación en Arquitectura,2301-1505,2301-1513,"Spanish, English, Portuguese",Universidad ORT Uruguay,False,CC BY,False
Kalijaga Journal of Communication,2775-1414,2685-1334,"English, Indonesian","Universitas Islam Negeri Sunan Kalijaga Yogyakarta, Faculty of Da'wah and Communication,  Communication and Islamic Broadcasting Study Program",False,CC BY-NC-SA,False
Фінансово-кредитні системи: перспективи розвитку.,2786-4995,2786-5002,"Ukrainian, English",V. N. Karazin Kharkiv National University,False,CC BY,False
Thariqah Ilmiah,2355-8717,2721-8406,"English, Arabic",IAIN Padangsidimpuan,False,CC BY-SA,False
Ramon Journal of Applied Ethics,N/A,2938-4362,English,Ramon Llull University and Herder (publishing house),False,CC BY-NC-SA,False
Revista de Artes Marciales Asiáticas,N/A,2174-0747,"Spanish, Portuguese, English",Universidad de León,False,CC BY-NC-SA,False
International Archives of Health Sciences,N/A,2383-2568,English,Kashan University of Medical Sciences,False,CC BY-NC,True
Psicoespacios,N/A,2145-2776,"Spanish, English",Institución Universitaria de Envigado,False,CC BY-NC-SA,False
Revista Nodo,1909-3888,2346-092X,"Portuguese, English, Spanish",Universidad Antonio Nariño,False,CC BY-NC-SA,False
Conspectus,N/A,1996-8167,English,South African Theological Seminary,False,CC BY,True
Acta Academiae Beregsasiensis. Economics,2786-6734,2786-6742,"Hungarian, English, Ukrainian",Ferenc Rakoczi II Transcarpathian Hungarian College of Higher Education,False,CC BY-NC,False
Eco-Environment & Health,N/A,2772-9850,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Green Energy and Resources,N/A,2949-7205,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
China Accounting and Finance Review,N/A,2307-3055,English,Emerald Publishing,False,CC BY,False
Släkthistoriska Studier,N/A,2004-3910,"Danish, Norwegian, Swedish, English",Genealogical Society of Sweden,False,CC BY,False
فصلنامه نوآوری‌های آموزشی,1735-1235,N/A,Persian,Organization for educational research and planning,False,CC BY-NC,True
Nomadic Peoples,0822-7942,1752-2366,English,The White Horse Press,False,CC BY-NC,False
Tetrahedron Green Chem,N/A,2773-2231,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Plant Nano Biology,N/A,2773-1111,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Avant,N/A,2082-6710,"Polish, English",Maria Curie-Sklodowska University,False,CC BY-NC-ND,False
Advances in Geodesy and Geoinformation,N/A,2720-7242,English,Polish Academy of Sciences,False,CC BY,False
"Bolʹ, Sustavy, Pozvonočnik",2224-1507,2307-1133,"Ukrainian, English",Zaslavsky O.Yu.,False,CC BY,True
Zdorovʹe Rebenka,2224-0551,2307-1168,"Ukrainian, English",Zaslavsky O.Yu.,False,CC BY,True
Politics and Religion,1820-6581,1820-659X,English,Center for Study of Religion and Religious Tolerance,False,CC BY-NC-SA,False
Jednak Książki,N/A,2353-4699,"English, Polish",Wydział Filologiczny Uniwersytetu Gdańskiego,False,CC BY,False
Journal of Tropical Life Science,2087-5517,2527-4376,English,University of Brawijaya,False,CC BY-NC,True
Nordic Journal of Social Research,N/A,1892-2783,English,Scandinavian University Press/Universitetsforlaget,False,CC BY,False
"JSES Reviews, Reports, and Techniques",N/A,2666-6391,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
VideoGIE,N/A,2468-4481,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
BJA Open,N/A,2772-6096,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Global Epidemiology,N/A,2590-1133,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Health Policy Open,N/A,2590-2296,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Torture,1018-8185,1997-3322,English,International Rehabilitation Council for Torture Victims,False,CC BY-NC-ND,False
XVII-XVIII,0291-3798,2117-590X,"French, English",Société d'Etudes Anglo-Américaines des XVIIe et XVIIIe siècles,False,CC BY-NC-ND,False
Revue de Géographie Tropicale et d’Environnement,1817-5589,N/A,"English, French",EDUCI,False,CC BY,True
Mìžnarodnij Endokrinologìčnij Žurnal,2224-0721,2307-1427,"English, Ukrainian",Zaslavsky O.Yu.,False,CC BY,True
Dicenda,0212-2952,1988-2556,"Basque, Galician, Catalan, Spanish",Ediciones Complutense,False,CC BY,False
Archäologisches Korrespondenzblatt,0342-734X,2364-4729,"French, English, German",LEIZA Verlag,False,CC BY-SA,False
